commit_hash,commit_date,high_confidence,medium_confidence,low_confidence,high_severity,medium_severity,low_severity,unique_cwes
0a7f662aa70d39b6c3b5c804be00af5731292550,2024-02-23 10:26:21,1210,20,116,22,158,1166,
5f1c3c22ff7c7bb89a4e017e3f336cbc88e189c3,2024-02-23 10:26:21,1210,20,116,22,158,1166,
541aa80ca3d0ee771611bd155a5172efaa26d9da,2024-02-23 10:26:21,1210,20,116,22,158,1166,
d3b3399ece1f76387d323983638e0838c06e88ea,2024-02-23 10:25:50,1210,20,116,22,158,1166,
0ec2780c291107b6686996e4b38f3d63e076eda7,2024-02-23 10:25:50,1210,20,116,22,158,1166,
60389df6d69ce833164696dcf36cbb43336d3426,2024-02-22 18:36:44,1210,20,116,22,158,1166,
58cea7a7282999adafdc19a4e82e2d09207ab568,2024-02-20 15:37:46,1210,20,116,22,158,1166,
8fa4302322f1a34053683b7f4c0d2ee5ef0ebd64,2024-02-20 15:04:38,1210,20,116,22,158,1166,
28855fd43a68bf26fec23aa9b548239e13255edf,2024-02-20 13:58:26,1210,20,116,22,158,1166,
5fc10bf1f5185f330f8471c738ce753b3e231008,2024-02-20 13:37:25,1210,20,116,22,158,1166,
6106a63eb6c0fa490efa73d44388ac25b1b08af4,2024-02-20 11:58:35,1210,20,116,22,158,1166,
a5a0e4b587c7f2de4250ec965caf21b8fca172e0,2024-02-05 16:38:01,1210,20,116,22,158,1166,
3ff3ff21dd45957c9e143cd500291959bb15f690,2024-01-31 17:13:53,1210,20,116,22,158,1166,
b0e6c9bf85378acd079ca84a4481f361b47a2147,2024-01-08 17:01:37,1210,20,116,22,158,1166,
25939d8784dc8bec784b8129152efa4443daa82f,2023-12-23 18:15:33,1210,20,116,22,158,1166,
bfba9dc68c841b78ca51e6302d3283d33167f773,2023-12-23 18:09:55,1210,20,116,22,158,1166,
f23346a9b8e74de01220cce96c037bbd2404a1c6,2023-12-23 17:36:34,1210,20,116,22,158,1166,
b5bd0f14cc6fe12a712d21d7881aab59d0dd9951,2023-12-23 17:17:34,1210,20,116,22,158,1166,
242d3113c09d10ba9a11dbcc05e0310a1e7568af,2023-12-23 16:16:50,1210,20,116,22,158,1166,
421b1f175766065e2feb569990c528df16c2874f,2023-12-18 16:39:47,1210,20,116,22,158,1166,
1447bccc057e7fbffdfecd75cd4922702489a14b,2023-12-17 22:34:30,1210,20,116,22,158,1166,
92f9e431c99d5e0776a00c10a90dfdf11cd45ba0,2023-12-16 07:29:50,1210,20,116,22,158,1166,
951dd15fa619b23aba6b72532f1aac30b69389b7,2023-12-16 07:26:23,1210,20,116,22,158,1166,
c7c2ebf1a7b4b0f4149b3935b781e1392015e2d6,2023-12-15 20:59:56,1210,20,116,22,158,1166,
a64f32ba453bc19aa679018838bee8ef8cc9a68b,2023-12-13 10:05:12,1210,20,116,22,158,1166,
ba67dc8dccd114faf8347e66c56baaa9d72f6429,2023-12-11 16:07:15,1210,20,116,22,158,1166,
d6ffd868ee3730f4e5c7d1595da37e2027a93eb8,2023-12-01 08:05:59,1210,20,116,22,158,1166,
3fd309a5c14e4cfbd96bea6c8e71b4958fe090bb,2023-11-29 15:42:57,1210,20,116,22,158,1166,
ec84f2c539d952499e0207849dfd3f73e2c11324,2023-11-29 12:27:18,1210,20,116,22,158,1166,
889910c77a9618dc59dd800c17913e2b1644cee3,2023-11-29 12:24:15,1210,20,116,22,158,1166,
b37878d3407995e41fd3c160fd04d5d0afda1130,2023-11-28 18:12:22,1210,20,116,22,158,1166,
f6707042d8b18d2a3737380bf58ff020872fb07b,2023-11-27 17:27:43,1210,20,116,22,158,1166,
15849947ec4b8b7c3c136a47e950499edfd36921,2023-11-22 11:34:04,1210,20,116,22,158,1166,
e66a07b28651ddeab4297fbf3a600cb42b21dfe6,2023-11-20 16:28:17,1210,20,116,22,158,1166,
c32b046243dcbf0dceb952da1317261109ac45c4,2023-11-15 17:00:28,1210,20,116,22,158,1166,
89cde235bec9374273281c1b4c9277c409246a6c,2023-11-04 23:20:21,1210,20,116,22,158,1166,
d7490c9d2dc967f68c6ca38b73aa099bc888a04e,2023-10-31 22:36:39,1210,20,116,22,158,1166,
e9b1217cff710307e5de9fb8ce2fc21eb79acec3,2023-10-31 20:37:59,1210,20,116,22,158,1166,
ad761abcdd2f1b5e4fcba549676b2ea52bd325cd,2023-10-31 00:50:10,1210,20,116,22,158,1166,
a8e9c1b436e9a35c271d8b690eefbc0d3d18df0f,2023-10-18 07:40:50,1210,20,116,22,158,1166,
818776862239a7dd97d39157ec3a202c35af122c,2023-10-11 08:19:57,1210,20,116,22,158,1166,
f75b9504fc8427c1617bac2dd1e1aa405c9f1b1b,2023-10-11 08:19:14,1210,20,116,22,158,1166,
42a3b5cce8336c52ad7102a3a493576ba40fb4fa,2023-10-09 16:29:55,1210,20,116,22,158,1166,
f5a7aefc2dc123c65ec1c6d3e83949999b03876b,2023-10-06 16:34:24,1210,20,116,22,158,1166,
a775435c4b3ecb9f8f49b91ccb5403a071a0a4ee,2023-09-25 16:28:35,1210,20,116,22,158,1166,
12862617df7391a87f30d5bc30fffbcfd8fa3761,2023-09-14 14:29:37,1210,20,116,22,158,1166,
6c8d9b1d0fd6bef2e7b617bcb1574e69c4fc8780,2023-09-13 09:33:58,1210,20,116,22,158,1166,
29fc8d1e9346a29b91513547d626e23f4c36e557,2023-09-04 16:21:27,1210,20,116,22,158,1166,
4585a7fbdaaebf19d213eb16326afae2e9382abe,2023-08-29 13:41:49,1210,20,116,22,158,1166,
bea231b033d643a6c4152a5b12c3e0b2524ed48f,2023-08-28 16:12:37,1210,20,116,22,158,1166,
2ee5b0b01c9e7c14217a536886b337d6f08b9aac,2023-08-18 11:01:26,1210,20,116,22,158,1166,
